Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Munich,47379090,130279090,33113440,75000000,Dec 23 2005,R,Adapted screenplay,Drama,Non-Fiction,78,7.8,79529
Seven Years in Tibet,37945884,131445884,,70000000,Oct 10 1997,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,59,6.7,29020
Remember the Titans,115654751,136706683,,30000000,Sep 29 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,72,7.5,49844
The Exorcism of Emily Rose,75072454,144216468,,18000000,Sep 09 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,45,6.8,32425
Cool Runnings,68856263,155056263,,14000000,Oct 01 1993,,Adapted screenplay,Comedy,Fiction,73,6.5,24533
World Trade Center,70278893,163278893,36877248,65000000,Aug 09 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,69,6.2,34341
Alexander,34297191,167297191,,155000000,Nov 24 2004,R,Adapted screenplay,Action/Adventure,Non-Fiction,16,5.4,59498
Walk the Line,119519402,184319402,123216687,29000000,Nov 18 2005,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,82,7.9,85235
Valkyrie,83077470,198686497,26715008,75000000,Dec 25 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,61,7.3,54343
Patch Adams,135041968,202200000,,50000000,Dec 25 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,24,6.3,31481
Braveheart,75545647,209000000,,72000000,May 24 1995,R,Adapted screenplay,Drama,Non-Fiction,77,8.4,240642
The Aviator,102608827,214608827,,110000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,88,7.6,85740
The Terminal,77073959,218673959,,75000000,Jun 18 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,60,7.1,79803
Fahrenheit 9/11,119114517,222414517,,6000000,Jun 23 2004,R,Adapted screenplay,Documentary,Non-Fiction,83,7.6,74424
Erin Brockovich,125548685,258400000,,50000000,Mar 17 2000,R,Adapted screenplay,Drama,Non-Fiction,83,7.2,54977
American Gangster,130164645,265697825,72653959,100000000,Nov 02 2007,R,Adapted screenplay,Drama,Non-Fiction,79,7.9,114060
The Pursuit of Happyness,162586036,306086036,90857430,55000000,Dec 15 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,66,7.8,77939
Schindler's List,96067179,321200000,,25000000,Dec 15 1993,R,Adapted screenplay,Drama,Non-Fiction,97,8.9,276283
Pocahontas,141579773,347100000,,55000000,Jun 10 1995,G,Adapted screenplay,Action/Adventure,Fiction,55,6,26690
Pearl Harbor,198539855,449239855,,151500000,May 25 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,26,5.4,96186
Bottle Rocket,407488,407488,,5000000,Feb 21 1996,R,Adapted screenplay,Action/Adventure,,79,7.2,21980
Office Space,10827813,12827813,,10000000,Feb 19 1999,R,Adapted screenplay,Comedy,Fiction,80,7.9,80972
Jonah: A VeggieTales Movie,25571351,25606175,,14000000,Oct 04 2002,G,Adapted screenplay,Action/Adventure,Fiction,,6.3,1704
Sling Blade,24475416,34175000,,4833610,Nov 20 1996,R,Adapted screenplay,Drama,Fiction,96,8,41785
Napoleon Dynamite,44540956,46140956,,400000,Jun 11 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,70,6.9,76557
Looney Tunes: Back in Action/Adventure,20950820,54540662,,80000000,Nov 14 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,57,6,8604
Twelve Monkeys,57141459,168841459,,29000000,Dec 27 1995,R,Adapted screenplay,Drama,Fiction,,8.1,169858
The Sorcerer's Apprentice,62492818,200092818,,160000000,Jul 14 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,42,6.4,9108
G.I. Joe: The Rise of Cobra,150201498,302469019,69866155,175000000,Aug 07 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,5.8,47052
The Singing Detective,336456,524747,,8000000,Oct 24 2003,R,Adapted screenplay,Comedy,Fiction,38,5.6,4441
Strangers with Candy,2072645,2077844,,2000000,Jun 28 2006,R,Adapted screenplay,Comedy,Fiction,,5.9,4941
The Real Cancun,3816594,3816594,,4000000,Apr 25 2003,R,Adapted screenplay,Documentary,Non-Fiction,35,2.3,3211
McHale's Navy,4408420,4408420,,42000000,Apr 18 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,3,3.9,3466
From Justin to Kelly,4922166,4922166,,12000000,Jun 20 2003,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,8,1.6,17596
Aqua Teen Hunger Force: The Movie,5520368,5520368,12134593,750000,Apr 13 2007,R,Adapted screenplay,Comedy,Fiction,,,
Teacher's Pet: The Movie,6491969,6491969,,10000000,Jan 16 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,,,
Dudley Do-Right,9818792,9818792,,22000000,Aug 27 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,14,3.6,4628
Barney's Great Action/Adventure,11156471,11156471,,15000000,Apr 03 1998,G,Adapted screenplay,Action/Adventure,Fiction,,2.1,1456
The Action/Adventures of Elmo in Grouchland,11634458,11634458,,17000000,Oct 01 1999,G,Adapted screenplay,Comedy,Fiction,76,5.4,1059
The Honeymooners,12834849,13174426,,27000000,Jun 10 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,14,2.6,5012
Hey Arnold! The Movie,13684949,13684949,,10000000,Jun 28 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,30,5.3,1629
Josie and the Pussycats,14252830,14252830,,22000000,Apr 11 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,53,5.1,11284
Muppets From Space,16304786,16304786,,24000000,Jul 14 1999,G,Adapted screenplay,Comedy,Fiction,62,6.1,5945
The Powerpuff Girls,11411644,16425701,,25000000,Jul 03 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,5.9,3234
Digimon: The Movie,9628751,16628751,,5000000,Oct 06 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,4.6,1727
Doug's 1st Movie,19421271,19421271,,5000000,Mar 26 1999,G,Adapted screenplay,Action/Adventure,Fiction,,4.8,920
Reno 911!: Miami,20342161,20342161,16323972,10000000,Feb 23 2007,R,Adapted screenplay,Comedy,Fiction,35,5.8,15684
Doogal,7578946,26942802,,20000000,Dec 31 2005,G,Adapted screenplay,Action/Adventure,Fiction,,2.5,2709
The Muppet Christmas Carol,27281507,27281507,,12000000,Dec 11 1992,,Adapted screenplay,Comedy,,67,7.5,10853
Thunderbirds,6768055,28231444,,55000000,Jul 30 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,19,4,5397
Yu-Gi-Oh,19762690,28762690,,20000000,Aug 13 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,,
Twilight Zone: The Movie,29500000,29500000,,10000000,Jun 24 1983,,Adapted screenplay,Horror/Thriller,Fiction,67,6.3,12054
A Night at the Roxbury,30331165,30331165,,17000000,Oct 02 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,11,5.7,23259
Superstar,30628981,30628981,,14000000,Oct 08 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,33,6,103
Crocodile Hunter: Collision Course,28436931,33436931,,12500000,Jul 12 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,,,
I Spy,33561137,33561137,,70000000,Nov 01 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,15,5.3,18061
Malibu's Most Wanted,34308901,34499204,,15000000,Apr 18 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,30,4.8,8159
The Action/Adventures of Rocky & Bullwinkle,26000610,35129610,,76000000,Jun 30 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,42,4.1,10320
My Favorite Martian,36850101,36850101,,60000000,Feb 12 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,13,4.5,4918
Sgt. Bilko,30356589,37956589,,39000000,Mar 29 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,33,5.2,9693
Serenity,25514517,38514517,,39000000,Sep 30 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,81,8,106648
Recess: School's Out,36696761,44451470,,10000000,Feb 16 2001,G,Adapted screenplay,Comedy,Fiction,62,6.2,2176
Aeon Flux,25857987,47953341,21927972,55000000,Dec 02 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,10,8.1,1193
Fat Albert,48114556,48563556,,45000000,Dec 25 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,21,4,4801
The Avengers,23385416,48585416,,60000000,Aug 14 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,15,3.4,21432
Naked Gun 33 1/3: The Final Insult,51041856,51041856,,30000000,Mar 18 1994,PG/PG-13,Adapted screenplay,Comedy,Fiction,,6.1,24904
"South Park: Bigger, Longer & Uncut",52037603,52037603,,21000000,Jun 30 1999,R,Adapted screenplay,Comedy,Fiction,80,,
Rugrats Go Wild,39402572,55443032,,25000000,Jun 13 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,40,5,1847
The Lizzie McGuire Movie,42734455,55534455,,15000000,May 02 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,40,4.7,10199
The Flintstones in Viva Rock Vegas,35231365,59431365,,58000000,Apr 28 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,24,3.3,5491
The Wild Thornberrys,40108697,60694737,,25000000,Dec 20 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,6.7,1104
Beavis and Butt-head Do America,63118386,63118386,,12000000,Dec 20 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,71,6.6,22918
Star Trek: Nemesis,43254409,67312826,,60000000,Dec 13 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,6.4,28449
The X-Files: I Want to Believe,20982478,68369434,16034958,35000000,Jul 25 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,5.9,35433
Pokemon 3: The Movie,17052128,68452128,,3000000,Apr 06 2001,G,Adapted screenplay,Action/Adventure,Fiction,23,3.5,2577
Land of the Lost,49438370,69548641,18953806,100000000,Jun 05 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,26,5.3,16830
Star Trek V: The Final Frontier,52210049,70200000,,30000000,Jun 09 1989,,Adapted screenplay,Action/Adventure,Fiction,,5,20600
Jackass: The Movie,64282312,75466905,,5000000,Oct 25 2002,R,Adapted screenplay,Comedy,Fiction,,6.3,27454
The Untouchables,76270454,76270454,,25000000,Jun 03 1987,,Adapted screenplay,Action/Adventure,Non-Fiction,81,8,86097
Edge of Darkness,43313890,78739628,12665512,60000000,Jan 29 2010,R,Adapted screenplay,Drama,Fiction,55,6.7,24174
Jackass: Number Two,72778712,83578712,49050925,11000000,Sep 22 2006,R,Adapted screenplay,Comedy,Non-Fiction,63,7.2,24434
The Naked Gun 2Ω: The Smell of Fear,86930411,86930411,,23000000,Jun 28 1991,,Adapted screenplay,Comedy,Fiction,,6.6,26384
Star Trek III: The Search for Spock,76471046,87000000,,18000000,Jun 01 1984,,Adapted screenplay,Action/Adventure,Fiction,,6.5,22261
State of Play,37017955,91445389,13578224,60000000,Apr 17 2009,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,84,7.3,34067
Speed Racer,43945766,93394462,14217924,120000000,May 09 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,38,6.3,32672
Star Trek II: The Wrath of Khan,79912963,96800000,,12000000,Jun 04 1982,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,7.8,36131
Star Trek VI: The Undiscovered Country,74888996,96900000,,27000000,Dec 06 1991,,Adapted screenplay,Action/Adventure,Fiction,,7.2,23546
Inspector Gadget,97387965,97387965,,75000000,Jul 23 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,21,3.9,13881
Jimmy Neutron: Boy Genius,80936232,102992536,,25000000,Dec 21 2001,G,Adapted screenplay,Action/Adventure,Fiction,,5.9,5379
Rugrats in Paris,76501438,103284813,,30000000,Nov 17 2000,G,Adapted screenplay,Action/Adventure,Fiction,,,
The Dukes of Hazzard,80270227,110570227,,53000000,Aug 05 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,13,4.7,27016
Star Trek: Insurrection,70187658,117800000,,70000000,Dec 11 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,6.4,26559
Star Trek: Generations,75671262,120000000,,38000000,Nov 18 1994,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,6.5,26465
Bewitched,63313159,131413159,,80000000,Jun 24 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,24,4.8,26834
Star Trek IV: The Voyage Home,109713132,133000000,,24000000,Nov 26 1986,,Adapted screenplay,Action/Adventure,Fiction,,7.3,26207
Pokemon 2000,43746923,133946923,,30000000,Jul 21 2000,G,Adapted screenplay,Action/Adventure,Fiction,,,
Lost In Space,69117629,136117629,,80000000,Apr 03 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,26,4.8,31611
Star Trek: The Motion Picture,82258456,139000000,,35000000,Dec 07 1979,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,48,6.2,25454
SpongeBob SquarePants,85416609,140416609,,30000000,Nov 19 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,,
The Rugrats Movie,100494685,140894685,,28000000,Nov 20 1998,G,Adapted screenplay,Action/Adventure,Fiction,57,5.4,4857
Star Trek: First Contact,92027888,150000000,,46000000,Nov 22 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,7.6,45106
Miami Vice,63478838,163818556,37652030,135000000,Jul 28 2006,R,Adapted screenplay,Action/Adventure,Fiction,47,6,51921
The Saint,61363304,169400000,,90000000,Apr 04 1997,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,30,5.9,27413
Starsky & Hutch,88200225,170200225,,60000000,Mar 05 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,64,6.2,48935
George Of The Jungle,105263257,174463257,,55000000,Jul 16 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,54,5.3,19685
The A-Team,77222099,176047914,,110000000,Jun 11 2010,PG/PG-13,Adapted screenplay,Action/Adventure,,47,7.2,29886
Scooby-Doo 2: Monsters Unleashed,84185387,181185387,,25000000,Mar 26 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,,4.8,10749
Wayne's World,121697323,183097323,,20000000,Feb 14 1992,PG/PG-13,Adapted screenplay,Comedy,Fiction,84,6.9,42570
The X Files: Fight the Future,83898313,189176423,,66000000,Jun 19 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,,
The Addams Family,113502246,191502246,,30000000,Nov 22 1991,,Adapted screenplay,Comedy,Fiction,59,6.6,28907
S.W.A.T.,116877597,198100000,,70000000,Aug 08 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,48,5.9,43260
Teenage Mutant Ninja Turtles,135265915,202000000,,13500000,Mar 30 1990,,Adapted screenplay,Action/Adventure,Fiction,,6.4,25867
Traffic,124107476,208300000,,48000000,Dec 27 2000,R,Adapted screenplay,Drama,Fiction,91,7.8,85759
Wild Wild West,113805681,222105681,,175000000,Jun 30 1999,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,21,4.3,54183
Charlie's Angels: Full Throttle,100814328,227200000,,120000000,Jun 27 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,4.7,43942
Mr. Bean's Holiday,33302167,229736344,28248145,25000000,Aug 24 2007,G,Adapted screenplay,Comedy,Fiction,50,6,28950
High School Western/Musical 3: Senior Year,90556401,251056401,59373004,11000000,Oct 24 2008,G,Adapted screenplay,Western/Musical,Fiction,66,3.7,18587
Borat,128505958,261572744,62661576,18000000,Nov 03 2006,R,Adapted screenplay,Comedy,Fiction,,7.7,3612
Charlie's Angels,125305545,263200000,,90000000,Nov 03 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,67,5.5,60791
Scooby-Doo,153294164,276294164,,84000000,Jun 14 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,28,4.7,26018
Casper,100328194,282300000,,55000000,May 26 1995,PG/PG-13,Adapted screenplay,Comedy,Fiction,41,5.7,26121
Sex and the City 2,95347692,288347692,,95000000,May 27 2010,R,Adapted screenplay,Comedy,Fiction,15,3.9,13796
The Last Airbender,131591957,290191957,,150000000,Jul 01 2010,,Adapted screenplay,Action/Adventure,Fiction,7,4.4,16600
The Flintstones,130531208,358500000,,45000000,May 27 1994,PG/PG-13,Adapted screenplay,Comedy,Fiction,20,4.6,26521
Alvin and the Chipmunks,217326974,360578644,137516182,55000000,Dec 14 2007,PG/PG-13,Adapted screenplay,Comedy,Fiction,27,5.5,19200
The Fugitive,183875760,368900000,,44000000,Aug 06 1993,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,94,7.8,96914
Star Trek,257730019,385680447,98317480,140000000,May 08 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,94,8.2,134187
Mission: Impossible III,133501348,397501348,49824367,150000000,May 05 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,70,6.9,74174
Sex and the City,152647258,416047258,85061666,57500000,May 30 2008,R,Adapted screenplay,Comedy,Fiction,49,5.4,46837
Mission: Impossible,180981886,456481886,,80000000,May 21 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,6.9,86222
The Simpsons Movie,183135014,527071022,96359085,72500000,Jul 27 2007,PG/PG-13,Adapted screenplay,Comedy,Fiction,89,7.6,117656
Mission: Impossible 2,215409889,546209889,,120000000,May 24 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,6.9,86222
Transformers,319246193,708272592,290787166,151000000,Jul 03 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,57,7.3,197131
Transformers: Revenge of the Fallen,402111870,836303693,217509899,210000000,Jun 24 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,20,6,95786
Hedwig and the Angry Inch,3067312,3643900,,6000000,Jul 20 2001,R,Adapted screenplay,Western/Musical,Fiction,92,7.6,14766
Rent,29077547,31670620,31412380,40000000,Nov 23 2005,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,47,6.9,22605
My Fair Lady,72000000,72000000,,17000000,Oct 22 1964,,Adapted screenplay,Western/Musical,Fiction,94,7.9,28039
Fiddler on the Roof,80500000,80500000,,9000000,Jan 01 1971,,Adapted screenplay,Western/Musical,Fiction,88,7.7,14260
Evita,50047179,151947179,,55000000,Dec 25 1996,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,61,6.1,16769
Dreamgirls,103365956,154965956,53674555,75000000,Dec 15 2006,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,78,6.6,28016
The Phantom of the Opera,51225796,158225796,,55000000,Dec 22 2004,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,33,7.2,42832
Grease,305260,206005260,21249794,6000000,Jun 16 1978,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,83,7,60146
Chicago,170687518,307687518,,30000000,Dec 27 2002,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,88,7.2,82650
Fantasia 2000 (Theatrical Release),9103630,9103630,,80000000,Jun 16 2000,G,Adapted screenplay,Western/Musical,Fiction,,,
Fantasia 2000 (IMAX),60507228,60507228,,80000000,Jan 01 2000,G,Adapted screenplay,Western/Musical,Fiction,,,
Fantasia,83320000,83320000,,2280000,Nov 13 2040,,Adapted screenplay,Western/Musical,Non-Fiction,98,7.8,29914
The Country Bears,16988996,16988996,,20000000,Jul 26 2002,G,Adapted screenplay,Action/Adventure,Fiction,27,3.8,2021
Pirates of the Caribbean: The Curse of the Black Pearl,305411224,655011224,,125000000,Jul 09 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,8,232719
Pirates of the Caribbean: At World's End,309420425,960996492,296060575,300000000,May 25 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,45,7,133241
Pirates of the Caribbean: Dead Man's Chest,423315812,1065659812,320830925,225000000,Jul 07 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,54,7.3,150446
The Rise and Fall of Miss Thang,401,401,,10000,Aug 14 2008,Other,Original Screenplay,Drama,Fiction,,,
Bang,527,527,,10000,Apr 01 1996,,Original Screenplay,Horror/Thriller,Fiction,,6.3,369
In Her Line of Fire,884,884,,1000000,Apr 21 2006,R,Original Screenplay,Action/Adventure,Fiction,,3.5,337
The Mongol King,900,900,,7000,Dec 31 2003,Other,Original Screenplay,Drama,,,,
Grip: A Criminal's Story,1336,1336,,12000,Apr 28 2006,Other,Original Screenplay,Action/Adventure,Fiction,,,
On the Down Low,1987,1987,,10000,May 28 2004,Other,Original Screenplay,Drama,,,6.3,113
The Helix...  Loaded,3700,3700,,1000000,Mar 18 2005,R,Original Screenplay,Comedy,,,1.5,486
Simon,4055,4055,,1300000,Apr 07 2006,,Original Screenplay,Comedy,Fiction,,8,4873
The Californians,4134,4134,,500000,Oct 21 2005,PG/PG-13,Original Screenplay,Drama,Fiction,,5.1,226
Say Uncle,5361,5361,,2000000,Jun 23 2006,R,Original Screenplay,Comedy,Fiction,,5.7,431
Solitude,6260,6260,,200000,Jan 07 2005,Other,Original Screenplay,Drama,,,4.8,82
Jerusalema,7294,7294,,2000000,Jun 11 2010,R,Original Screenplay,,Fiction,,7.9,6777
Anatomie,9598,9598,,2500000,Sep 08 2000,Other,Original Screenplay,Horror/Thriller,,,6.1,6266
Fighting Tommy Riley,10514,10514,,300000,May 06 2005,R,Original Screenplay,Drama,,,6.6,499
16 to Life,10744,10744,,1000000,Sep 03 2010,,Original Screenplay,Comedy,Fiction,,,
Gory Gory Hallelujah,12604,12604,,425000,Jan 21 2005,Other,Original Screenplay,Western/Musical,,,5.2,134
London,12667,12667,,2000000,Feb 10 2006,R,Original Screenplay,Drama,Fiction,,7.7,181
The Dress,16556,16556,,2650000,Jan 16 1998,Other,Original Screenplay,Drama,,,7.6,1844
Chacun sa nuit,18435,18435,,1900000,Jun 29 2007,Other,Original Screenplay,Horror/Thriller,,,6.3,365
Donkey Punch,19367,19367,,750000,Jan 23 2009,R,Original Screenplay,Horror/Thriller,Fiction,,5.4,4551
The Dead Girl,19875,19875,,3300000,Dec 29 2006,R,Original Screenplay,Horror/Thriller,Fiction,73,6.8,7122
Leaves of Grass,20987,20987,,9000000,Apr 02 2010,R,Original Screenplay,Comedy,Fiction,50,6.9,4541
The Good Night,22441,22441,,15000000,Oct 05 2007,R,Original Screenplay,Comedy,Fiction,29,6,4332
All the Queen's Men,22723,22723,,15000000,Oct 25 2002,PG/PG-13,Original Screenplay,Comedy,,,3.5,1591
Arnolds Park,23616,23616,,600000,Oct 19 2007,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,,5.1,77
Good Dick,28835,28835,,200000,Oct 10 2008,R,Original Screenplay,Drama,Fiction,,6.4,3004
Fabled,31425,31425,,400000,Dec 10 2004,R,Original Screenplay,Horror/Thriller,,,5.4,146
The Calling,32092,32092,,160000,Mar 01 2002,PG/PG-13,Original Screenplay,Drama,Fiction,,3.4,1113
Side Effects,44701,44701,,200000,Sep 09 2005,R,Original Screenplay,Comedy,,11,,
An Alan Smithee Film: Burn Hollywood Burn,45779,45779,,10000000,Feb 27 1998,R,Original Screenplay,Comedy,,,3.5,2152
The Chumscrubber,49526,49526,,6800000,Aug 05 2005,R,Original Screenplay,Drama,Fiction,34,7,10449
Fong juk,51957,51957,,4500000,Aug 31 2007,Other,Original Screenplay,Action/Adventure,Fiction,,7.3,3699
Finishing the Game,52850,52850,,500000,Oct 05 2007,Other,Original Screenplay,Comedy,Fiction,35,,
Johnny Suede,55000,55000,,500000,Dec 31 1990,,Original Screenplay,Drama,,,5.8,1587
