Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
No End In Sight,1433319,1433319,2000000,Jul 27 2007,Other,Adapted screenplay,Documentary,Non-Fiction,8.3,4086
It's All Gone Pete Tong,120620,1470620,2000000,Apr 15 2005,R,Adapted screenplay,Drama,Non-Fiction,7.3,7631
Factory Girl,1661464,1661464,7000000,Dec 29 2006,R,Adapted screenplay,Drama,Non-Fiction,6.1,8680
Murderball,1531154,1722277,350000,Jul 08 2005,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.8,5699
Find Me Guilty,1173673,1788077,13000000,Mar 17 2006,R,Adapted screenplay,Drama,Non-Fiction,7.1,12800
Tumbleweeds,1350248,1788168,312000,Nov 24 1999,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,2152
Beyond the Mat,2047570,2047570,500000,Oct 22 1999,R,Adapted screenplay,Documentary,Non-Fiction,7.2,4067
Jefferson in Paris,2461628,2461628,14000000,Mar 31 1995,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.6,1464
Shattered Glass,2207975,2932719,6000000,Oct 31 2003,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.4,14575
Basquiat,2962051,2962051,3000000,Aug 09 1996,R,Adapted screenplay,Drama,Non-Fiction,6.7,7935
Gracie,2956339,3036736,9000000,Jun 01 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.2,2084
Wordplay,3121270,3177636,500000,Jun 16 2006,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.4,2222
Riding Giants,2276368,3216111,2600000,Jul 09 2004,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.7,2193
Zwartboek,4398392,4398392,22000000,Apr 06 2007,R,Adapted screenplay,Horror/Thriller,Fiction,8,27288
Rize,3278611,4462763,700000,Jun 24 2005,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,6.8,2052
Slums of Beverly Hills,5502773,5502773,5000000,Aug 14 1998,R,Adapted screenplay,Comedy,Non-Fiction,6.4,5821
The Children of Huang Shi,1031872,5527507,20000000,May 23 2008,R,Adapted screenplay,Drama,Non-Fiction,6.9,4100
Get on the Bus,5691854,5691854,2400000,Oct 16 1996,R,Adapted screenplay,Drama,Fiction,6.7,2701
Catch a Fire,4299773,5699773,14000000,Oct 27 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,6.8,5959
The Straight Story,6197866,6197866,10000000,Oct 15 1999,G,Adapted screenplay,Drama,Non-Fiction,8,36265
Topsy Turvy,6201757,6201757,20000000,Dec 17 1999,R,Adapted screenplay,Western/Musical,Non-Fiction,7.1,6215
Against the Ropes,5881504,6429865,39000000,Feb 20 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.2,3547
Rescue Dawn,5490423,7037886,10000000,Jul 04 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,37764
Beyond the Sea,6144806,7061637,24000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.6,8002
The Hoax,7164995,7164995,25000000,Apr 06 2007,R,Adapted screenplay,Drama,Non-Fiction,6.9,9171
Cadillac Records,8138000,8138000,12000000,Dec 05 2008,R,Adapted screenplay,Drama,Non-Fiction,6.7,5026
Mad Hot Ballroom,8117961,9079042,500000,May 13 2005,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.4,2562
Veronica Guerin,1569918,9438074,17000000,Oct 17 2003,R,Adapted screenplay,Drama,Non-Fiction,6.8,8778
Bright Star,4444637,9469105,8500000,Jan 26 2010,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.1,5957
White Squall,10229300,10229300,38000000,Feb 02 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,6.4,8385
The Newton Boys,10341093,10341093,27000000,Mar 27 1998,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.7,4443
The Night Listener,7836393,10547755,4000000,Aug 04 2006,R,Adapted screenplay,Drama,Non-Fiction,5.9,8437
Pollock,8596914,10557291,6000000,Dec 15 2000,R,Adapted screenplay,Drama,Non-Fiction,7.1,9669
The Young Victoria,11001272,11001272,35000000,Dec 18 2009,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.2,8408
The Squid and the Whale,7372734,11098131,1500000,Oct 05 2005,R,Adapted screenplay,Drama,Non-Fiction,7.6,23521
Stop-Loss,10915744,11179472,25000000,Mar 28 2008,R,Adapted screenplay,Drama,Non-Fiction,6.5,9268
I'm Not There,4017609,11498547,20000000,Nov 21 2007,R,Adapted screenplay,Drama,Non-Fiction,7.1,23078
Hoop Dreams,7768371,11768371,700000,Oct 14 1994,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,8,9492
Extraordinary Measures,12482741,12697741,31000000,Jan 22 2010,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,3770
Kinsey,10214647,13000959,11000000,Nov 12 2004,R,Adapted screenplay,Drama,Non-Fiction,7.2,20135
Ghosts of Mississippi,13052741,13052741,36000000,Dec 20 1996,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,5276
Religulous,13011160,13136074,2500000,Oct 01 2008,R,Adapted screenplay,Documentary,Non-Fiction,7.8,23094
Tea with Mussolini,14395874,14395874,14000000,May 14 1999,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.7,5435
Capitalism: A Love Story,14363397,14678228,20000000,Sep 23 2009,R,Adapted screenplay,Documentary,Non-Fiction,7.3,11829
Flyboys,13090630,14816379,60000000,Sep 22 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.5,13934
The World's Fastest Indian,5128124,16509706,25000000,Dec 07 2005,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.9,19687
Domino,10169202,17759202,50000000,Oct 14 2005,R,Adapted screenplay,Action/Adventure,Non-Fiction,5.9,32560
De-Lovely,13337299,18396382,4000000,Jun 25 2004,PG/PG-13,Adapted screenplay,Drama,Fiction,6.5,6086
Michael Jordan to the MAX,18642318,18642318,7000000,May 05 2000,Other,Adapted screenplay,Documentary,Non-Fiction,7.2,746
Martin Lawrence Live: RunTelDat,19184820,19184820,3000000,Aug 02 2002,R,Adapted screenplay,Western/Musical,Non-Fiction,4.9,1166
Summer of Sam,19288130,19288130,22000000,Jul 02 1999,R,Adapted screenplay,Drama,Fiction,6.5,18431
Die F‰lscher,5488570,19416495,6250000,Feb 22 2008,R,Adapted screenplay,Drama,Non-Fiction,7.6,16525
Bobby,11242801,20597806,14000000,Nov 17 2006,R,Adapted screenplay,Drama,Non-Fiction,7.1,23262
U2 3D,10363341,22664070,15000000,Jan 23 2008,G,Adapted screenplay,Western/Musical,Non-Fiction,8.3,2090
Antwone Fisher,21078145,23367586,12500000,Dec 19 2002,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.3,13258
Raging Bull,23380203,23380203,18000000,Nov 14 1980,Other,Adapted screenplay,Drama,Non-Fiction,8.4,90015
North Country,18324242,23624242,30000000,Oct 21 2005,R,Adapted screenplay,Drama,Non-Fiction,7.2,16497
The Alamo,22406362,23911362,92000000,Apr 09 2004,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,5.9,10063
In the Valley of Elah,6777741,24489150,23000000,Sep 14 2007,R,Adapted screenplay,Drama,Non-Fiction,7.4,27529
Wyatt Earp,25052000,25052000,63000000,Jun 24 1994,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,6.4,15614
Michael Collins,11092559,27572844,25000000,Oct 11 1996,R,Adapted screenplay,Drama,Non-Fiction,6.9,11805
Wolf Creek,16186348,27649774,1100000,Dec 25 2005,R,Adapted screenplay,Horror/Thriller,Non-Fiction,6.3,22594
Luther,5781086,29465190,35000000,Sep 26 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,5909
Super Size Me,11529368,29529368,65000,May 07 2004,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.6,33805
Riding in Cars with Boys,29781453,29781453,47000000,Oct 19 2001,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.2,11895
The Great Debaters,30226144,30226144,15000000,Dec 25 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,14530
Rob Roy,31390587,31390587,28000000,Apr 07 1995,R,Adapted screenplay,Drama,Non-Fiction,6.8,15630
Sicko,24538513,33538513,9000000,Jun 22 2007,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,8.2,40886
Nixon,13668249,34668249,45000000,Dec 20 1995,R,Adapted screenplay,Drama,Non-Fiction,7.1,13761
Miss Potter,3005605,35025861,30000000,Dec 29 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.1,10236
Selena,35450113,35450113,20000000,Mar 21 1997,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.3,7996
Shine,35811509,35811509,5500000,Nov 22 1996,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,22439
Becoming Jane,18663911,37304637,16500000,Aug 03 2007,PG/PG-13,Adapted screenplay,Comedy,Non-Fiction,7,15167
The Original Kings of Comedy,38168022,38236338,3000000,Aug 18 2000,R,Adapted screenplay,Western/Musical,Non-Fiction,6.2,3258
The Soloist,31720158,38286958,60000000,Apr 24 2009,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.7,14257
The Ghost and the Darkness,38564422,38564422,55000000,Oct 11 1996,R,Adapted screenplay,Action/Adventure,Non-Fiction,6.6,19735
Mar adentro,2086345,39686345,13300000,Dec 17 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.2,466
Gridiron Gang,38432823,41480851,30000000,Sep 15 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.8,12400
Amistad,44212592,44212592,40000000,Dec 12 1997,R,Adapted screenplay,Drama,Non-Fiction,7.1,28477
Notorious,36842118,44473591,19000000,Jan 16 2009,R,Adapted screenplay,Drama,Non-Fiction,6.3,9811
Capote,28750530,46309352,7000000,Sep 30 2005,R,Adapted screenplay,Drama,Non-Fiction,7.6,41472
Man on the Moon,34580635,47407635,52000000,Dec 22 1999,R,Adapted screenplay,Drama,Non-Fiction,7.4,49481
Coco avant Chanel,6113834,48846765,23000000,Sep 25 2009,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.5,6720
Milk,31841299,50164027,20000000,Nov 26 2008,R,Adapted screenplay,Drama,Non-Fiction,3.6,479
Fargo,24567751,51204567,7000000,Mar 08 1996,R,Adapted screenplay,Horror/Thriller,Fiction,8.3,165159
Radio,52333738,53293628,35000000,Oct 24 2003,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.9,12070
Good Night and Good Luck,31501218,54601218,7000000,Oct 07 2005,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.7,42797
Donnie Brasco,41954997,55954997,35000000,Feb 28 1997,R,Adapted screenplay,Drama,Non-Fiction,7.7,65462
Frida,25885000,56298474,12000000,Oct 25 2002,R,Adapted screenplay,Drama,Non-Fiction,7.3,26243
Tombstone,56505000,56505000,25000000,Dec 25 1993,R,Adapted screenplay,Western/Musical,Non-Fiction,7.7,43688
Monster,34469210,58003694,5000000,Dec 24 2003,R,Adapted screenplay,Drama,Non-Fiction,7.4,39908
Bowling for Columbine,21576018,58576018,3000000,Oct 11 2002,R,Adapted screenplay,Documentary,Non-Fiction,8.2,76928
The Bank Job,30060660,63060660,20000000,Mar 07 2008,R,Adapted screenplay,Horror/Thriller,Non-Fiction,7.5,50848
The Miracle,64378093,64445708,28000000,Feb 06 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.1,126
August Rush,31664162,65627510,25000000,Nov 17 2007,PG/PG-13,Adapted screenplay,Drama,Fiction,7.5,28650
Take the Lead,34742066,65742066,30000000,Apr 01 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.5,10015
Thirteen Days,34566746,66554547,80000000,Dec 25 2000,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.3,23578
Letters from Iwo Jima,13756082,68756082,13000000,Dec 20 2006,R,Adapted screenplay,Drama,Fiction,8.1,56872
Oceans,19422319,72965951,80000000,Apr 22 2010,G,Adapted screenplay,Documentary,Non-Fiction,7.6,1429
The Hurricane,50699241,73956241,38000000,Dec 29 1999,R,Adapted screenplay,Drama,Non-Fiction,7.4,32172
United 93,31567134,76366864,18000000,Apr 28 2006,R,Adapted screenplay,Drama,Non-Fiction,7.8,46691
Elizabeth,30082699,82150642,25000000,Nov 06 1998,R,Adapted screenplay,Drama,Non-Fiction,7.6,33773
Men of Honor,48814909,82339483,32000000,Nov 10 2000,R,Adapted screenplay,Drama,Non-Fiction,6.8,30630
Dead Man Walking,39387284,83088295,11000000,Dec 29 1995,R,Adapted screenplay,Drama,Non-Fiction,7.6,32159
La MÙme,10299782,83499782,15500000,Jun 08 2007,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,21412
Ali,58183966,84383966,109000000,Dec 25 2001,R,Adapted screenplay,Drama,Non-Fiction,6.6,31785
Downfall,5501940,92101940,13500000,Feb 18 2005,R,Adapted screenplay,Drama,Non-Fiction,6.1,404
Enemy at the Gates,51396781,96971293,85000000,Mar 16 2001,R,Adapted screenplay,Drama,Fiction,7.4,59916
Cinderella Man,61649911,108539911,88000000,Jun 03 2005,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,8,63111
Coyote Ugly,60786269,115786269,45000000,Aug 04 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,5.3,33808
The Pianist,32519322,120000000,35000000,Dec 27 2002,R,Adapted screenplay,Drama,Non-Fiction,8.5,134516
The Queen,56441711,122840603,15000000,Sep 30 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,34785
La marche de l'empereur,77437223,129437223,3400000,Jun 24 2005,G,Adapted screenplay,Documentary,Non-Fiction,7.8,23674
Munich,47379090,130279090,75000000,Dec 23 2005,R,Adapted screenplay,Drama,Non-Fiction,7.8,79529
Seven Years in Tibet,37945884,131445884,70000000,Oct 10 1997,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.7,29020
Remember the Titans,115654751,136706683,30000000,Sep 29 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,7.5,49844
The Exorcism of Emily Rose,75072454,144216468,18000000,Sep 09 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,6.8,32425
World Trade Center,70278893,163278893,65000000,Aug 09 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.2,34341
Alexander,34297191,167297191,155000000,Nov 24 2004,R,Adapted screenplay,Action/Adventure,Non-Fiction,5.4,59498
Walk the Line,119519402,184319402,29000000,Nov 18 2005,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.9,85235
Valkyrie,83077470,198686497,75000000,Dec 25 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,7.3,54343
Patch Adams,135041968,202200000,50000000,Dec 25 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.3,31481
Braveheart,75545647,209000000,72000000,May 24 1995,R,Adapted screenplay,Drama,Non-Fiction,8.4,240642
The Aviator,102608827,214608827,110000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,85740
The Terminal,77073959,218673959,75000000,Jun 18 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.1,79803
Fahrenheit 9/11,119114517,222414517,6000000,Jun 23 2004,R,Adapted screenplay,Documentary,Non-Fiction,7.6,74424
Erin Brockovich,125548685,258400000,50000000,Mar 17 2000,R,Adapted screenplay,Drama,Non-Fiction,7.2,54977
American Gangster,130164645,265697825,100000000,Nov 02 2007,R,Adapted screenplay,Drama,Non-Fiction,7.9,114060
The Pursuit of Happyness,162586036,306086036,55000000,Dec 15 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.8,77939
Schindler's List,96067179,321200000,25000000,Dec 15 1993,R,Adapted screenplay,Drama,Non-Fiction,8.9,276283
Pocahontas,141579773,347100000,55000000,Jun 10 1995,G,Adapted screenplay,Action/Adventure,Fiction,6,26690
Pearl Harbor,198539855,449239855,151500000,May 25 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,5.4,96186
Office Space,10827813,12827813,10000000,Feb 19 1999,R,Adapted screenplay,Comedy,Fiction,7.9,80972
Jonah: A VeggieTales Movie,25571351,25606175,14000000,Oct 04 2002,G,Adapted screenplay,Action/Adventure,Fiction,6.3,1704
Sling Blade,24475416,34175000,4833610,Nov 20 1996,R,Adapted screenplay,Drama,Fiction,8,41785
Napoleon Dynamite,44540956,46140956,400000,Jun 11 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,76557
Looney Tunes: Back in Action/Adventure,20950820,54540662,80000000,Nov 14 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,8604
Twelve Monkeys,57141459,168841459,29000000,Dec 27 1995,R,Adapted screenplay,Drama,Fiction,8.1,169858
The Sorcerer's Apprentice,62492818,200092818,160000000,Jul 14 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.4,9108
G.I. Joe: The Rise of Cobra,150201498,302469019,175000000,Aug 07 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.8,47052
The Singing Detective,336456,524747,8000000,Oct 24 2003,R,Adapted screenplay,Comedy,Fiction,5.6,4441
Strangers with Candy,2072645,2077844,2000000,Jun 28 2006,R,Adapted screenplay,Comedy,Fiction,5.9,4941
The Real Cancun,3816594,3816594,4000000,Apr 25 2003,R,Adapted screenplay,Documentary,Non-Fiction,2.3,3211
McHale's Navy,4408420,4408420,42000000,Apr 18 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.9,3466
From Justin to Kelly,4922166,4922166,12000000,Jun 20 2003,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,1.6,17596
Dudley Do-Right,9818792,9818792,22000000,Aug 27 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.6,4628
Barney's Great Action/Adventure,11156471,11156471,15000000,Apr 03 1998,G,Adapted screenplay,Action/Adventure,Fiction,2.1,1456
The Action/Adventures of Elmo in Grouchland,11634458,11634458,17000000,Oct 01 1999,G,Adapted screenplay,Comedy,Fiction,5.4,1059
The Honeymooners,12834849,13174426,27000000,Jun 10 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,2.6,5012
Hey Arnold! The Movie,13684949,13684949,10000000,Jun 28 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,1629
Josie and the Pussycats,14252830,14252830,22000000,Apr 11 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.1,11284
Muppets From Space,16304786,16304786,24000000,Jul 14 1999,G,Adapted screenplay,Comedy,Fiction,6.1,5945
The Powerpuff Girls,11411644,16425701,25000000,Jul 03 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,3234
Digimon: The Movie,9628751,16628751,5000000,Oct 06 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.6,1727
Doug's 1st Movie,19421271,19421271,5000000,Mar 26 1999,G,Adapted screenplay,Action/Adventure,Fiction,4.8,920
Reno 911!: Miami,20342161,20342161,10000000,Feb 23 2007,R,Adapted screenplay,Comedy,Fiction,5.8,15684
Doogal,7578946,26942802,20000000,Dec 31 2005,G,Adapted screenplay,Action/Adventure,Fiction,2.5,2709
Thunderbirds,6768055,28231444,55000000,Jul 30 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4,5397
A Night at the Roxbury,30331165,30331165,17000000,Oct 02 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.7,23259
Superstar,30628981,30628981,14000000,Oct 08 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,103
I Spy,33561137,33561137,70000000,Nov 01 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,18061
Malibu's Most Wanted,34308901,34499204,15000000,Apr 18 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,8159
The Action/Adventures of Rocky & Bullwinkle,26000610,35129610,76000000,Jun 30 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.1,10320
My Favorite Martian,36850101,36850101,60000000,Feb 12 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.5,4918
Sgt. Bilko,30356589,37956589,39000000,Mar 29 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,9693
Serenity,25514517,38514517,39000000,Sep 30 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,8,106648
Recess: School's Out,36696761,44451470,10000000,Feb 16 2001,G,Adapted screenplay,Comedy,Fiction,6.2,2176
Aeon Flux,25857987,47953341,55000000,Dec 02 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,8.1,1193
Fat Albert,48114556,48563556,45000000,Dec 25 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4,4801
The Avengers,23385416,48585416,60000000,Aug 14 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,3.4,21432
Naked Gun 33 1/3: The Final Insult,51041856,51041856,30000000,Mar 18 1994,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.1,24904
Rugrats Go Wild,39402572,55443032,25000000,Jun 13 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5,1847
The Lizzie McGuire Movie,42734455,55534455,15000000,May 02 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.7,10199
The Flintstones in Viva Rock Vegas,35231365,59431365,58000000,Apr 28 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.3,5491
The Wild Thornberrys,40108697,60694737,25000000,Dec 20 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.7,1104
Beavis and Butt-head Do America,63118386,63118386,12000000,Dec 20 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.6,22918
Star Trek: Nemesis,43254409,67312826,60000000,Dec 13 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.4,28449
The X-Files: I Want to Believe,20982478,68369434,35000000,Jul 25 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,35433
Pokemon 3: The Movie,17052128,68452128,3000000,Apr 06 2001,G,Adapted screenplay,Action/Adventure,Fiction,3.5,2577
Land of the Lost,49438370,69548641,100000000,Jun 05 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,16830
Jackass: The Movie,64282312,75466905,5000000,Oct 25 2002,R,Adapted screenplay,Comedy,Fiction,6.3,27454
Edge of Darkness,43313890,78739628,60000000,Jan 29 2010,R,Adapted screenplay,Drama,Fiction,6.7,24174
Jackass: Number Two,72778712,83578712,11000000,Sep 22 2006,R,Adapted screenplay,Comedy,Non-Fiction,7.2,24434
State of Play,37017955,91445389,60000000,Apr 17 2009,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,7.3,34067
Speed Racer,43945766,93394462,120000000,May 09 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.3,32672
Star Trek II: The Wrath of Khan,79912963,96800000,12000000,Jun 04 1982,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.8,36131
