Rank,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
660,Flushed Away,64665672,177665672,149000000,Nov 03 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,7,21334
661,DÈj‡ Vu,64038616,181038616,80000000,Nov 22 2006,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7,66106
662,Bienvenue chez les Ch'tis,1470856,243470856,16000000,Jul 25 2008,Other,Original Screenplay,Comedy,Fiction,7,7129
663,Meet the Parents,166225040,301500000,55000000,Oct 06 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,7,84924
664,Home Alone,285761243,476684675,15000000,Nov 16 1990,PG/PG-13,Original Screenplay,Comedy,Fiction,7,79080
665,Buffalo Soldiers,353743,353743,15000000,Jul 25 2003,R,Adapted screenplay,Comedy,Fiction,6.9,13510
666,Le hussard sur le toit,1320043,1320043,35000000,Apr 19 1996,R,Adapted screenplay,Drama,Fiction,6.9,3083
667,The Dangerous Lives of Altar Boys,1779284,1779284,12000000,Jun 14 2002,R,Adapted screenplay,Drama,Fiction,6.9,7943
668,Felicia's Journey,824295,1970268,15000000,Nov 12 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,4790
669,Love and Death on Long Island,2542264,2542264,4030000,Mar 06 1998,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,2506
670,Smoke Signals,6719300,7756617,2000000,Jun 26 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,5058
671,The End of the Affair,10660147,10660147,23000000,Dec 03 1999,R,Adapted screenplay,Drama,Fiction,6.9,9969
672,The Island,15716828,15716828,22000000,Jun 13 1980,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,82601
673,One True Thing,23337196,26708196,30000000,Sep 18 1998,R,Adapted screenplay,Drama,Fiction,6.9,5591
674,The Pledge,19719930,29406132,45000000,Jan 19 2001,R,Adapted screenplay,Drama,Fiction,6.9,22609
675,The Rainmaker,45916769,45916769,40000000,Nov 21 1997,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,20514
676,We Were Soldiers,78120196,114658262,70000000,Mar 01 2002,R,Adapted screenplay,Drama,Non-Fiction,6.9,42580
677,Get Shorty,72021008,115021008,30250000,Oct 20 1995,R,Adapted screenplay,Comedy,Fiction,6.9,33364
678,1408,71985628,128529299,22500000,Jun 22 2007,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.9,72913
679,Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,100000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,51614
680,Artificial Intelligence: AI,78616689,235900000,90000000,Jun 29 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,91901
681,The Chronicles of Narnia: Prince Caspian,141621490,419490286,225000000,May 16 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,46608
682,Tarzan,171091819,448191819,145000000,Jun 16 1999,G,Adapted screenplay,Action/Adventure,Fiction,6.9,26871
683,X-Men: The Last Stand,234362462,459359555,150000000,May 26 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,109125
684,Othello,2844379,2844379,11000000,Dec 14 1995,R,Adapted screenplay,Drama,Fiction,6.9,4289
685,Little Voice,4595000,4595000,6000000,Dec 04 1998,R,Adapted screenplay,Western/Musical,Fiction,6.9,8453
686,Proof,7535331,8284331,20000000,Sep 16 2005,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,18622
687,Ten Things I Hate About You,38177966,38177966,13000000,Mar 31 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,61910
688,Short Cut to Nirvana: Kumbh Mela,381225,439651,200000,Oct 22 2004,Other,Adapted screenplay,Documentary,Non-Fiction,6.9,105
689,Trekkies,617172,617172,375000,May 21 1999,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,6.9,3004
690,Inside Deep Throat,691880,691880,2000000,Feb 11 2005,R,Adapted screenplay,Documentary,Non-Fiction,6.9,3264
691,Without Limits,780326,780326,25000000,Sep 11 1998,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.9,3369
692,The Children of Huang Shi,1031872,5527507,20000000,May 23 2008,R,Adapted screenplay,Drama,Non-Fiction,6.9,4100
693,The Hoax,7164995,7164995,25000000,Apr 06 2007,R,Adapted screenplay,Drama,Non-Fiction,6.9,9171
694,Michael Collins,11092559,27572844,25000000,Oct 11 1996,R,Adapted screenplay,Drama,Non-Fiction,6.9,11805
695,Radio,52333738,53293628,35000000,Oct 24 2003,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.9,12070
696,Napoleon Dynamite,44540956,46140956,400000,Jun 11 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,76557
697,Wayne's World,121697323,183097323,20000000,Feb 14 1992,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,42570
698,Mission: Impossible III,133501348,397501348,150000000,May 05 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,74174
699,Mission: Impossible,180981886,456481886,80000000,May 21 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,86222
700,Mission: Impossible 2,215409889,546209889,120000000,May 24 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,86222
701,Rent,29077547,31670620,40000000,Nov 23 2005,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,6.9,22605
702,Leaves of Grass,20987,20987,9000000,Apr 02 2010,R,Original Screenplay,Comedy,Fiction,6.9,4541
703,Fido,298110,419801,8000000,Jun 15 2007,R,Original Screenplay,Horror/Thriller,Fiction,6.9,11683
704,Primer,424760,565846,7000,Oct 08 2004,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,17454
705,Tango,1687311,1687311,4500000,Feb 12 1999,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,1490
706,Limbo,2016687,2016687,8300000,Jun 04 1999,R,Original Screenplay,Drama,Fiction,6.9,3855
707,Ravenous,2062406,2062406,12000000,Mar 19 1999,R,Original Screenplay,Horror/Thriller,Fiction,6.9,15804
708,Songcatcher,3050934,3050934,1800000,Jun 15 2001,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,1997
709,Cats Don't Dance,3588602,3588602,32000000,Mar 26 1997,G,Original Screenplay,Western/Musical,Fiction,6.9,1663
710,"Bon Cop, Bad Cop",12671300,12671300,8000000,Aug 04 2006,Other,Original Screenplay,Comedy,Fiction,6.9,151
711,Rachel Getting Married,12796277,13326280,12000000,Oct 03 2008,R,Original Screenplay,Drama,Fiction,6.9,20451
712,Turistas,7027762,14321070,10000000,Dec 01 2006,R,Original Screenplay,Horror/Thriller,Fiction,6.9,83
713,The Weather Man,12482775,15466961,20000000,Oct 28 2005,R,Original Screenplay,Drama,Fiction,6.9,35394
714,Pandorum,10330853,17033431,40000000,Sep 25 2009,R,Original Screenplay,Horror/Thriller,Fiction,6.9,29428
715,The Matador,12578537,17290120,10000000,Dec 30 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.9,25035
716,The Contender,17804273,17804273,9000000,Oct 13 2000,R,Original Screenplay,Drama,Fiction,6.9,13709
717,Rendition,9736045,20437142,27500000,Oct 19 2007,R,Original Screenplay,Horror/Thriller,Fiction,6.9,23223
718,The Devil's Rejects,17044981,20940428,7000000,Jul 22 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.9,36082
719,The New World,12712093,26184400,30000000,Dec 25 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,33248
720,Goal!,4283255,27610873,33000000,May 12 2006,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,16809
721,Boiler Room,16963963,28773637,9000000,Feb 18 2000,R,Original Screenplay,Drama,Fiction,6.9,22979
722,My Dog Skip,34099640,35512760,7000000,Jan 12 2000,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,9029
723,Happy Gilmore,38623460,38623460,10000000,Feb 16 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,54111
724,Tom yum goong,12044087,43044087,5700000,Sep 08 2006,R,Original Screenplay,Action/Adventure,Fiction,6.9,13929
725,Meet Joe Black,44650003,44650003,85000000,Nov 13 1998,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,56067
726,Kicking and Screaming,52842724,55842724,45000000,May 13 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,3841
727,Cop Land,44906632,63706632,15000000,Aug 15 1997,R,Original Screenplay,Drama,Fiction,6.9,35192
728,Bend it Like Beckham,32543449,76583333,5000000,Mar 12 2003,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,41052
729,Spy Game,62362560,143049560,90000000,Nov 21 2001,R,Original Screenplay,Action/Adventure,Fiction,6.9,44850
730,The Book of Eli,94835059,146452390,80000000,Jan 15 2010,R,Original Screenplay,Action/Adventure,Fiction,6.9,47733
731,"Me, Myself & Irene",90570999,149270999,51000000,Jun 23 2000,R,Original Screenplay,Comedy,Fiction,6.9,215
732,The Island,35818913,163018913,120000000,Jul 22 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,82601
733,Panic Room,95308367,196308367,48000000,Mar 29 2002,R,Original Screenplay,Horror/Thriller,Fiction,6.9,68737
734,The Holiday,63280000,205190324,85000000,Dec 08 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,48215
735,The Patriot,113330342,215300000,110000000,Jun 28 2000,R,Original Screenplay,Drama,Fiction,6.9,78302
736,American Pie,101800948,234800000,12000000,Jul 09 1999,R,Original Screenplay,Comedy,Fiction,6.9,106624
737,Batman Returns,162831698,266822354,80000000,Jun 18 1992,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,78673
738,National Treasure,173005002,347405002,100000000,Nov 19 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,83989
739,Notting Hill,116089678,363728226,42000000,May 28 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,66362
740,Signs,227965690,408265690,70702619,Aug 02 2002,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.9,111561
741,Ice Age: The Meltdown,195330621,651899282,75000000,Mar 31 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,50981
742,Wicker Park,12831121,13400080,30000000,Sep 03 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.9,18987
743,Brooklyn's Finest,27163593,28319627,25000000,Mar 05 2010,R,Adapted screenplay,Horror/Thriller,Fiction,6.9,14034
744,The Italian Job,106126012,175826012,60000000,May 30 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,76835
745,Vanilla Sky,100614858,202726605,70000000,Dec 14 2001,R,Adapted screenplay,Horror/Thriller,Fiction,6.9,87820
746,Ocean's Thirteen,117144465,311744465,85000000,Jun 08 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,76884
747,Robin Hood,105269730,310885538,210000000,May 14 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,34501
748,And When Did You Last See Your Father?,1071240,2476491,8000000,Jun 06 2008,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.8,1798
749,The House of Mirth,3041803,3041803,10000000,Dec 22 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,4489
750,Taking Woodstock,7460204,10061080,29000000,Aug 26 2009,R,Adapted screenplay,Drama,Non-Fiction,6.8,8778
751,Sex Drive,8402485,10412485,19000000,Oct 17 2008,R,Adapted screenplay,Comedy,Fiction,6.8,26920
752,The Great Raid,10166502,10597070,60000000,Aug 12 2005,R,Adapted screenplay,Action/Adventure,Fiction,6.8,8894
753,"Bright Lights, Big City",16118077,16118077,25000000,Apr 01 1988,R,Adapted screenplay,Drama,Fiction,6.8,11929
754,Bringing Out The Dead,16640210,16640210,32000000,Oct 22 1999,R,Adapted screenplay,Comedy,Fiction,6.8,31079
755,Vampires,20268825,20268825,20000000,Oct 30 1998,R,Adapted screenplay,Horror/Thriller,Fiction,6.8,54
756,Appaloosa,20211394,26111394,20000000,Sep 19 2008,R,Adapted screenplay,Western/Musical,Fiction,6.8,22836
757,The Box,15051977,26341896,25000000,Nov 06 2009,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.8,418
758,To Die For,21284514,27688744,20000000,Sep 27 1995,R,Adapted screenplay,Comedy,Fiction,6.8,18459
759,Hearts in Atlantis,24185781,30885781,31000000,Sep 28 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,16336
760,Nick and Norah's Infinite Playlist,31487293,31487293,10000000,Oct 03 2008,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,24021
761,Pay it Forward,33508922,33508922,40000000,Oct 20 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,36762
762,Emma,22231658,37831658,5900000,Aug 02 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.8,13798
763,A Good Year,7459300,42064105,35000000,Nov 10 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,23149
764,Just Like Heaven,48318130,100687083,58000000,Sep 16 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.8,29457
765,The Spiderwick Chronicles,71195053,162839667,92500000,Feb 14 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,18715
766,Clear and Present Danger,122012656,207500000,62000000,Aug 03 1994,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,29612
767,The Prince of Egypt,101413188,218600000,60000000,Dec 18 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,6.8,24569
768,Hercules,99112101,250700000,70000000,Jun 15 1997,G,Adapted screenplay,Action/Adventure,Fiction,6.8,21902
769,Bridget Jones's Diary,71500556,281527158,25000000,Apr 13 2001,R,Adapted screenplay,Comedy,Fiction,6.8,58213
770,The Devil Wears Prada,124740460,326551094,35000000,Jun 30 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.8,66627
771,Quantum of Solace,169368427,576368427,230000000,Nov 14 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,93596
772,From Hell,31598308,31598308,35000000,Oct 19 2001,R,Adapted screenplay,Horror/Thriller,Fiction,6.8,53477
773,Hellboy,59623958,99823958,60000000,Apr 02 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,67763
774,Monsters vs. Aliens,198351526,381687380,175000000,Mar 27 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,26582
775,Kissing Jessica Stein,7025722,8915268,1500000,Mar 13 2002,R,Adapted screenplay,Comedy,Fiction,6.8,8291
776,Copying Beethoven,355968,355968,11000000,Nov 10 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.8,5017
777,Rize,3278611,4462763,700000,Jun 24 2005,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,6.8,2052
778,Catch a Fire,4299773,5699773,14000000,Oct 27 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,6.8,5959
779,Veronica Guerin,1569918,9438074,17000000,Oct 17 2003,R,Adapted screenplay,Drama,Non-Fiction,6.8,8778
780,Luther,5781086,29465190,35000000,Sep 26 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,5909
781,Rob Roy,31390587,31390587,28000000,Apr 07 1995,R,Adapted screenplay,Drama,Non-Fiction,6.8,15630
782,Gridiron Gang,38432823,41480851,30000000,Sep 15 2006,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.8,12400
783,Men of Honor,48814909,82339483,32000000,Nov 10 2000,R,Adapted screenplay,Drama,Non-Fiction,6.8,30630
784,The Exorcism of Emily Rose,75072454,144216468,18000000,Sep 09 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,6.8,32425
785,The Dead Girl,19875,19875,3300000,Dec 29 2006,R,Original Screenplay,Horror/Thriller,Fiction,6.8,7122
786,The Square,406216,406216,1900000,Apr 09 2010,R,Original Screenplay,Horror/Thriller,Fiction,6.8,1303
787,Poolhall Junkies,563711,563711,4000000,Feb 28 2003,R,Original Screenplay,Drama,Fiction,6.8,5233
788,Zero Effect,2080693,2080693,5000000,Jan 30 1998,R,Original Screenplay,Comedy,Fiction,6.8,8489
789,God's Army,2637726,2652515,300000,Mar 10 2000,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,638
790,eXistenZ,2840417,2840417,20700000,Apr 23 1999,R,Original Screenplay,Horror/Thriller,Fiction,6.8,35788
791,Sunshine State,3064356,3064356,5600000,Jun 21 2002,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,2769
792,Lovely and Amazing,4210379,4695781,250000,Jun 28 2002,R,Original Screenplay,Drama,Fiction,6.8,3936
793,Shadow of the Vampire,8279017,8279017,8000000,Dec 29 2000,R,Original Screenplay,Drama,Fiction,6.8,18221
794,Confidence,12212417,12212417,15000000,Apr 25 2003,R,Original Screenplay,Drama,Fiction,6.8,17111
795,Supernova,14218868,14218868,60000000,Jan 14 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,127
796,I Heart Huckabees,12784713,14584713,22000000,Oct 01 2004,R,Original Screenplay,Comedy,Fiction,6.8,35878
797,The Visitor,9427026,16194905,4000000,Apr 11 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,318
798,He Got Game,21567853,21567853,25000000,May 01 1998,R,Original Screenplay,Drama,Fiction,6.8,14494
799,Swimming Pool,10130108,22441323,7800000,Jul 04 2003,R,Original Screenplay,Horror/Thriller,Fiction,6.8,19992
800,Super Troopers,18492362,23046142,3000000,Feb 15 2002,R,Original Screenplay,Comedy,Fiction,6.8,29514
801,Saving Grace,12178602,24325623,4000000,Aug 04 2000,R,Original Screenplay,Comedy,Fiction,6.8,8543
802,Bulworth,26528684,29203383,30000000,May 15 1998,R,Original Screenplay,Comedy,Fiction,6.8,15486
803,Everyone Says I Love You,9725847,34600000,20000000,Dec 06 1996,R,Original Screenplay,Western/Musical,Fiction,6.8,16481
804,The Majestic,27796042,37306334,72000000,Dec 21 2001,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,24809
805,Scoop,10525717,39125717,4000000,Jul 28 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,30336
806,In Good Company,45489752,63489752,26000000,Dec 29 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,25695
807,Funny People,51855045,71880305,70000000,Jul 31 2009,R,Original Screenplay,Comedy,Fiction,6.8,37791
808,Stripes,85300000,85300000,10000000,Jun 26 1981,R,Original Screenplay,Comedy,Fiction,6.8,19618
809,Four Brothers,74494381,92494381,30000000,Aug 12 2005,R,Original Screenplay,Drama,Fiction,6.8,38311
810,Hitman,39687694,99965792,17500000,Nov 21 2007,R,Original Screenplay,Action/Adventure,Fiction,6.8,520
811,The American President,60022813,107822813,62000000,Nov 17 1995,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,22780
812,Final Destination,53302314,112802314,23000000,Mar 17 2000,R,Original Screenplay,Horror/Thriller,Fiction,6.8,52618
813,The Score,71069884,113542091,68000000,Jul 13 2001,R,Original Screenplay,Horror/Thriller,Fiction,6.8,42616
814,Monster House,73661010,140161010,75000000,Jul 21 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,20689
815,Antz,90757863,152457863,60000000,Oct 02 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,37343
816,Saw II,87025093,152925093,5000000,Oct 28 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.8,76530
817,50 First Dates,120776832,196376832,75000000,Feb 13 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,64701
818,Australia,49551662,207482792,78000000,Nov 26 2008,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,38089
819,Elf,173398518,220443451,32000000,Nov 07 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,42123
820,Rush Hour,141186864,245300000,35000000,Sep 18 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,55248
821,Something's Gotta Give,124685242,266685242,80000000,Dec 12 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,36303
822,Ghostbusters,238632124,291632124,30000000,Jun 08 1984,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,358
823,Madagascar: Escape 2 Africa,180010950,599516844,150000000,Nov 07 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,30285
824,Double Take,29823162,29823162,24000000,Jan 12 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,162
825,The Lake House,52330111,114830111,40000000,Jun 16 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,36613
826,The Mummy,155385488,416385488,80000000,May 07 1999,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,95658
827,Jay and Silent Bob Strike Back,30059386,33762400,22000000,Aug 24 2001,R,Adapted screenplay,Comedy,Fiction,6.8,62692
828,Major Dundee,14873,14873,3800000,Apr 07 1965,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,6.7,2588
829,A Home at the End of the World,1029017,1033810,6500000,Jul 23 2004,R,Adapted screenplay,Drama,Fiction,6.7,7180
830,Lolita,1147784,1147784,55000000,Jul 22 1998,R,Adapted screenplay,Drama,Fiction,6.7,15197
831,Oscar and Lucinda,1612957,1612957,12500000,Dec 31 1997,R,Adapted screenplay,Drama,Fiction,6.7,3782
832,Jesus' Son,1282084,1687548,2500000,Jun 16 2000,R,Adapted screenplay,Drama,Fiction,6.7,4620
833,Les herbes folles,377556,1877556,14000000,Jun 25 2010,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.7,915
834,Thumbsucker,1328679,1919197,4000000,Sep 16 2005,R,Adapted screenplay,Comedy,Fiction,6.7,12109
835,Sur Le Seuil,2013052,2013052,2500000,Oct 03 2003,Other,Adapted screenplay,Drama,Fiction,6.7,585
836,The Rules of AttrAction/Adventure,6525762,11799060,4000000,Oct 11 2002,R,Adapted screenplay,Comedy,Fiction,6.7,26634
837,The Thirteenth Floor,11810854,11810854,16000000,May 28 1999,R,Adapted screenplay,Horror/Thriller,Fiction,6.7,19939
838,How to Lose Friends & Alienate People,2775593,12031443,28000000,Oct 03 2008,R,Adapted screenplay,Comedy,Fiction,6.7,25756
839,Snow Falling on Cedars,14378353,14378353,36000000,Dec 24 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,6.7,8444
